4.486	0.536	0.509	108.702	96.544	96.413	0.000
4.539	0.543	0.533	109.068	96.946	96.848	0.000
4.617	0.568	0.543	109.167	97.214	97.049	0.000
4.709	0.575	0.570	109.500	97.515	97.450	0.000
4.793	0.572	0.577	109.832	97.750	97.752	0.000
4.885	0.583	0.584	110.031	98.085	98.019	0.000
4.968	0.597	0.608	110.331	98.454	98.388	0.000
5.052	0.618	0.604	110.530	98.688	98.622	0.000
5.138	0.629	0.615	110.663	99.023	98.923	0.000
5.216	0.640	0.625	110.962	99.191	99.325	0.000
5.281	0.657	0.639	111.195	99.526	99.526	0.000
5.347	0.679	0.646	111.460	99.895	99.894	0.000
5.406	0.697	0.649	111.627	100.196	100.296	0.000
5.466	0.711	0.673	111.992	100.598	100.463	0.000
5.520	0.736	0.680	112.125	100.900	100.898	0.000
5.591	0.743	0.704	112.491	101.201	101.066	0.000
5.642	0.771	0.731	112.624	101.503	101.401	0.000
5.693	0.786	0.758	112.889	101.939	101.802	0.000
5.758	0.804	0.796	113.089	102.274	102.137	0.000
5.830	0.811	0.827	113.388	102.642	102.405	0.000
5.901	0.832	0.847	113.587	103.011	102.673	0.000
5.973	0.857	0.882	113.886	103.380	103.007	0.000
6.047	0.875	0.878	114.119	103.715	103.376	0.000
6.119	0.886	0.892	114.418	104.050	103.777	0.000
6.181	0.907	0.895	114.584	104.485	104.112	0.000
6.250	0.932	0.909	114.883	104.821	104.514	0.000
6.295	0.946	0.912	115.149	105.223	104.849	0.000
6.327	0.971	0.930	115.282	105.558	105.150	0.000
6.369	0.996	0.957	115.548	106.027	105.585	0.000
6.408	1.021	0.984	115.648	106.362	105.987	0.000
6.438	1.050	1.015	116.013	106.597	106.255	0.000
6.488	1.071	1.049	116.113	106.965	106.824	0.000
6.512	1.096	1.087	116.346	107.267	106.991	0.000
6.566	1.121	1.128	116.578	107.602	107.426	0.000
6.619	1.139	1.162	116.711	108.105	107.761	0.000
6.667	1.164	1.196	116.944	108.272	108.029	0.000
6.724	1.181	1.227	117.077	108.674	108.397	0.000
6.762	1.199	1.244	117.176	109.009	108.631	0.000
6.804	1.228	1.272	117.442	109.244	108.966	0.000
6.861	1.249	1.292	117.509	109.579	109.368	0.000
6.906	1.271	1.306	117.675	109.814	109.569	0.000
6.950	1.299	1.323	117.808	110.082	109.971	0.000
6.986	1.331	1.337	118.040	110.350	110.071	0.000
7.019	1.356	1.364	118.140	110.584	110.473	0.000
7.028	1.392	1.381	118.140	110.785	110.640	0.000
7.031	1.431	1.402	118.207	111.087	110.975	0.000
7.052	1.467	1.419	118.406	111.322	111.109	0.000
7.052	1.509	1.446	118.506	111.556	111.443	0.000
7.072	1.538	1.484	118.572	111.657	111.644	0.000
7.123	1.577	1.525	118.605	111.958	111.879	0.000
7.141	1.606	1.563	118.605	112.092	112.146	0.000
7.165	1.631	1.604	118.639	112.360	112.414	0.000
7.153	1.659	1.634	118.605	112.595	112.548	0.000
7.162	1.673	1.652	118.639	112.796	112.883	0.000
7.159	1.695	1.669	118.639	112.863	112.950	0.000
7.165	1.720	1.689	118.539	113.165	113.117	0.000
7.177	1.745	1.696	118.572	113.265	113.419	0.000
7.165	1.770	1.710	118.572	113.500	113.519	0.000
7.165	1.798	1.730	118.506	113.600	113.686	0.000
7.156	1.812	1.754	118.472	113.701	113.753	0.000
7.144	1.844	1.778	118.406	113.969	113.921	0.000
7.129	1.866	1.812	118.373	114.036	114.021	0.000
7.111	1.880	1.843	118.240	114.136	113.988	0.000
7.096	1.919	1.888	118.273	114.271	114.322	0.000
7.099	1.944	1.925	118.140	114.505	114.423	0.000
7.108	1.969	1.960	118.074	114.673	114.423	0.000
7.111	2.001	1.994	118.107	114.606	114.490	5.000
7.108	2.012	2.011	117.974	114.740	114.490	0.000
7.102	2.044	2.028	118.007	114.874	114.624	0.000
7.105	2.062	2.052	117.907	115.008	114.791	0.000
7.102	2.080	2.066	117.907	115.075	114.858	0.000
7.090	2.105	2.086	117.741	115.142	114.992	0.000
7.066	2.130	2.117	117.708	115.209	114.925	0.000
7.031	2.144	2.131	117.642	115.343	115.059	0.000
6.998	2.165	2.148	117.575	115.410	115.059	0.000
6.974	2.194	2.165	117.542	115.544	115.159	0.000
6.950	2.222	2.185	117.475	115.477	115.293	0.000
6.938	2.240	2.209	117.309	115.510	115.528	0.000
6.906	2.272	2.244	117.143	115.510	115.427	0.000
6.873	2.294	2.264	117.110	115.577	115.528	0.000
6.861	2.318	2.291	117.110	115.611	115.494	0.000
6.840	2.333	2.309	117.043	115.678	115.528	0.000
6.831	2.340	2.336	116.778	115.678	115.528	0.000
6.813	2.354	2.367	116.678	115.577	115.662	0.000
6.798	2.379	2.384	116.645	115.644	115.528	0.000
6.771	2.397	2.411	116.611	115.611	115.528	0.000
6.736	2.418	2.425	116.412	115.577	115.494	0.000
6.706	2.443	2.445	116.146	115.544	115.561	0.000
6.658	2.472	2.452	116.146	115.443	115.528	0.000
6.622	2.490	2.459	116.046	115.477	115.461	0.000
6.599	2.507	2.483	115.781	115.443	115.461	0.000
6.563	2.529	2.490	115.648	115.443	115.360	0.000
6.533	2.557	2.510	115.648	115.309	115.226	0.000
6.488	2.561	2.541	115.382	115.209	115.159	0.000
6.458	2.572	2.569	115.149	115.142	115.059	0.000
6.441	2.593	2.603	115.116	115.075	114.959	0.000
6.423	2.614	2.627	114.717	114.941	114.959	0.000
6.399	2.625	2.654	114.651	114.941	114.925	0.000
6.357	2.639	2.668	114.385	114.807	114.758	0.000
6.324	2.646	2.668	114.152	114.606	114.657	0.000
6.301	2.661	2.682	113.986	114.673	114.590	0.000
6.274	2.668	2.688	113.720	114.505	114.490	0.000
6.256	2.675	2.688	113.488	114.472	114.423	0.000
6.208	2.678	2.702	113.155	114.271	114.256	0.000
6.155	2.693	2.702	113.089	114.170	114.122	0.000
6.116	2.696	2.706	112.690	114.069	113.988	0.000
6.062	2.711	2.726	112.557	113.969	113.954	0.000
6.020	2.728	2.740	112.158	113.801	113.854	0.000
5.985	2.743	2.753	112.059	113.634	113.552	0.000
5.949	2.750	2.771	111.660	113.634	113.486	0.000
5.934	2.750	2.794	111.593	113.433	113.419	0.000
5.907	2.760	2.808	111.161	113.198	113.251	0.000
5.904	2.764	2.815	111.128	113.064	113.117	0.000
5.886	2.760	2.812	110.696	112.964	112.950	0.000
5.862	2.764	2.805	110.596	112.930	112.783	0.000
5.827	2.760	2.794	110.231	112.696	112.615	0.000
5.794	2.750	2.784	110.164	112.528	112.448	0.000
5.767	2.753	2.764	109.899	112.394	112.381	0.000
5.737	2.757	2.753	109.666	112.327	112.280	0.000
5.690	2.750	2.757	109.433	112.159	112.046	0.000
5.645	2.746	2.757	109.234	112.092	111.946	0.000
5.594	2.743	2.764	109.035	111.891	111.946	0.000
5.550	2.743	2.771	108.735	111.891	111.745	0.000
5.508	2.746	2.777	108.669	111.556	111.745	0.000
5.457	2.746	2.788	108.370	111.556	111.577	0.000
5.412	2.750	2.794	108.170	111.389	111.510	0.000
5.380	2.743	2.798	108.004	111.322	111.477	0.000
5.362	2.728	2.788	107.738	111.255	111.310	0.000
5.335	2.718	2.788	107.672	111.087	111.343	0.000
5.296	2.711	2.794	107.606	111.020	111.243	0.000
5.255	2.696	2.774	107.340	110.919	111.008	0.000
5.228	2.689	2.764	107.174	110.752	111.008	0.000
5.198	2.693	2.753	107.041	110.685	110.874	0.000
5.186	2.693	2.736	106.808	110.517	110.874	0.000
5.156	2.675	2.719	106.642	110.517	110.640	0.000
5.126	2.668	2.699	106.609	110.383	110.473	0.000
5.091	2.646	2.685	106.476	110.149	110.473	0.000
5.040	2.632	2.671	106.276	110.182	110.372	0.000
4.995	2.618	2.658	106.177	109.981	110.372	0.000
4.945	2.607	2.654	106.010	109.981	110.104	0.000
4.885	2.593	2.654	105.811	109.814	109.937	0.000
4.849	2.579	2.664	105.711	109.747	109.971	0.000
4.805	2.579	2.668	105.612	109.646	109.870	0.000
4.775	2.564	2.678	105.445	109.579	109.870	0.000
4.736	2.561	2.668	105.180	109.512	109.703	0.000
4.700	2.547	2.651	105.180	109.445	109.636	0.000
4.664	2.539	2.630	104.914	109.378	109.535	0.000
4.635	2.525	2.613	104.714	109.344	109.468	0.000
4.593	2.515	2.575	104.681	109.244	109.468	0.000
4.551	2.497	2.541	104.548	109.076	109.435	0.000
4.492	2.482	2.517	104.216	109.043	109.368	0.000
4.450	2.461	2.497	104.183	109.009	109.268	0.000
4.402	2.450	2.476	104.050	108.875	109.134	0.000
4.366	2.443	2.476	103.717	108.708	109.167	0.000
4.331	2.415	2.452	103.684	108.641	109.067	0.000
4.304	2.400	2.452	103.551	108.574	108.966	0.000
4.280	2.376	2.445	103.186	108.473	108.899	0.000
4.259	2.354	2.442	103.186	108.440	108.933	0.000
4.235	2.329	2.435	103.086	108.373	108.732	0.000
4.214	2.308	2.428	102.754	108.239	108.564	0.000
4.208	2.286	2.404	102.687	108.239	108.564	0.000
4.200	2.261	2.391	102.654	108.105	108.464	0.000
4.197	2.244	2.356	102.355	108.004	108.464	0.000
4.173	2.215	2.336	102.189	108.038	108.464	0.000
4.143	2.197	2.309	102.155	107.904	108.330	0.000
4.098	2.187	2.291	102.089	107.937	108.129	0.000
4.062	2.169	2.274	101.856	107.837	108.062	0.000
4.024	2.158	2.261	101.690	107.770	108.029	0.000
3.982	2.151	2.254	101.624	107.635	108.029	0.000
3.952	2.144	2.230	101.591	107.602	107.995	0.000
3.913	2.126	2.226	101.358	107.635	107.995	0.000
3.881	2.126	2.213	101.258	107.535	107.962	0.000
3.854	2.094	2.192	101.125	107.568	107.995	0.000
3.824	2.080	2.179	101.125	107.501	107.928	0.000
3.815	2.055	2.165	100.793	107.434	107.928	0.000
3.770	2.030	2.137	100.760	107.401	107.928	0.000
3.732	2.019	2.114	100.726	107.468	107.895	0.000
3.687	1.994	2.096	100.693	107.401	107.828	0.000
3.639	1.966	2.062	100.627	107.367	107.828	0.000
3.586	1.941	2.021	100.427	107.334	107.761	0.000
3.526	1.912	1.990	100.328	107.267	107.728	0.000
3.478	1.891	1.966	100.294	107.300	107.661	0.000
3.428	1.862	1.942	100.294	107.233	107.527	0.000
3.386	1.844	1.925	100.195	107.166	107.627	0.000
3.332	1.819	1.901	100.228	107.133	107.493	0.000
3.308	1.787	1.884	100.162	107.066	107.460	0.000
3.252	1.784	1.881	100.162	107.099	107.493	0.000
3.216	1.766	1.874	100.128	107.066	107.393	0.000
3.177	1.752	1.874	100.128	107.066	107.460	0.000
3.136	1.734	1.860	100.128	106.965	107.426	0.000
3.094	1.720	1.850	100.062	106.932	107.292	0.000
3.046	1.698	1.833	100.029	106.965	107.259	0.000
3.010	1.673	1.816	99.962	106.965	107.326	0.000
2.966	1.652	1.785	99.896	106.898	107.259	0.000
2.927	1.623	1.758	99.896	106.831	107.292	0.000
2.888	1.602	1.723	99.862	106.731	107.225	0.000
2.835	1.563	1.686	99.763	106.798	107.225	0.000
2.784	1.541	1.658	99.730	106.697	107.092	0.000
2.730	1.513	1.638	99.663	106.597	107.158	0.000
2.683	1.484	1.617	99.663	106.630	107.125	0.000
2.623	1.467	1.597	99.696	106.563	107.058	0.000
2.560	1.442	1.593	99.630	106.496	106.958	0.000
2.516	1.420	1.569	99.630	106.429	106.958	0.000
2.462	1.402	1.556	99.630	106.429	106.924	0.000
2.435	1.385	1.549	99.497	106.362	106.824	0.000
2.408	1.356	1.539	99.464	106.362	106.757	0.000
2.373	1.345	1.528	99.397	106.161	106.656	0.000
2.346	1.335	1.498	99.364	106.195	106.589	0.000
2.319	1.313	1.470	99.231	106.027	106.522	0.000
2.292	1.303	1.453	99.264	106.094	106.489	0.000
2.268	1.285	1.422	99.231	105.960	106.455	0.000
2.215	1.285	1.388	99.165	106.027	106.422	0.000
